Latitude,Longitude,class
40.629807,-73.925126,0
40.616852,-74.036594,0
40.629733,-73.925235,0
40.630149,-73.944812,0
40.605805,-73.989775,0
40.647073,-73.890333,0
40.646448,-73.889636,0
40.598012,-73.932642,0
40.59781,-73.93464,0
40.586565,-73.945112,0
40.646448,-73.889636,0
40.600353,-73.934114,0
40.614006,-73.922323,0
40.598252,-73.933682,0
40.633781,-73.968848,0
40.634401,-74.023017,0
40.683206,-73.992805,0
40.619437,-74.040117,0
40.631801,-73.945465,0
40.643061,-73.905165,0
40.62971,-73.927012,0
40.629828,-73.925099,0
40.629799,-73.926906,0
40.697258,-73.907073,0
40.633817,-74.020885,0
40.66816,-73.92088,0
40.596031,-73.984023,0
40.647394,-73.904809,0
40.647394,-73.904809,0
40.605258,-73.912139,0
40.681523,-73.928801,0
40.686983,-73.937282,0
40.689425,-73.968777,0
40.699018,-73.932345,0
40.68979,-73.951962,0
40.686665,-73.973493,0
40.686665,-73.973493,0
40.614891,-73.936449,0
40.690734,-73.971414,0
40.682737,-73.969785,0
40.682737,-73.969785,0
40.656059,-73.897119,0
40.65757,-73.960305,0
40.62402,-74.029965,0
40.678677,-73.918331,0
40.681168,-73.891594,0
40.692621,-73.909643,0
40.639173,-73.900988,0
40.618953,-73.906501,0
40.649599,-73.951718,0
