Lat,Long,B,Block,Lot,TaxClass,2010,2011,2012,2013,2014,2015,2016,Change,Percent_Change
40.8209906113,-73.9065097596,2.0,2637.0,1058.0,1A,112381.0,113392.0,119861.0,126660.0,151992.0,182390.0,186436,74055.0,65.8963703829
40.8209906113,-73.9065097596,2.0,2637.0,1059.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.8209906113,-73.9065097596,2.0,2637.0,1060.0,1A,122285.0,123385.0,130445.0,137844.0,165413.0,198496.0,202880,80595.0,65.907511142
40.819588824,-73.9040982883,2.0,2666.0,1001.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1002.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1003.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1004.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1005.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1006.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1007.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1008.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1009.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1010.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1011.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1012.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1013.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1014.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1015.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1016.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1017.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1018.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1019.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1020.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1021.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1022.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1023.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,1024.0,1A,123791.0,124845.0,129875.0,155850.0,187020.0,184794.0,215435,91644.0,74.0312300571
40.819588824,-73.9040982883,2.0,2666.0,117.0,1B,4520.0,4520.0,5000.0,5000.0,5000.0,6000.0,7200,2680.0,59.2920353982
40.8084210837,-73.8547482748,2.0,3432.0,1131.0,1A,68901.0,68901.0,89002.0,57006.0,8214.0,241850.0,270958,202057.0,293.256991916
40.8084210837,-73.8547482748,2.0,3432.0,1132.0,1A,66227.0,66227.0,85539.0,54788.0,7894.0,232004.0,259927,193700.0,292.478898335
40.8084210837,-73.8547482748,2.0,3432.0,1133.0,1A,62780.0,62780.0,81069.0,51925.0,7482.0,219298.0,245692,182912.0,291.353934374
40.8084210837,-73.8547482748,2.0,3432.0,1134.0,1A,61712.0,61712.0,79729.0,51067.0,7358.0,215338.0,241255,179543.0,290.936932849
40.8084210837,-73.8547482748,2.0,3432.0,1135.0,1A,53037.0,53037.0,68506.0,43878.0,6322.0,183436.0,205514,152477.0,287.491751042
40.8084210837,-73.8547482748,2.0,3432.0,1136.0,1A,58264.0,58264.0,75285.0,48220.0,6948.0,202632.0,227020,168756.0,289.640258135
40.8084210837,-73.8547482748,2.0,3432.0,1137.0,1A,53037.0,53037.0,68506.0,43878.0,6322.0,183436.0,205514,152477.0,287.491751042
40.8084210837,-73.8547482748,2.0,3432.0,1138.0,1A,58264.0,58264.0,75285.0,48220.0,6948.0,202632.0,227020,168756.0,289.640258135
40.8084210837,-73.8547482748,2.0,3432.0,1139.0,1A,62780.0,62780.0,81069.0,51925.0,7482.0,219298.0,245692,182912.0,291.353934374
40.8084210837,-73.8547482748,2.0,3432.0,1140.0,1A,61712.0,61712.0,79729.0,51067.0,7358.0,215338.0,241255,179543.0,290.936932849
40.8084210837,-73.8547482748,2.0,3432.0,1141.0,1A,53037.0,53037.0,68506.0,43878.0,6322.0,183436.0,205514,152477.0,287.491751042
40.8084210837,-73.8547482748,2.0,3432.0,1142.0,1A,58264.0,58264.0,75285.0,48220.0,6948.0,202632.0,227020,168756.0,289.640258135
40.8084210837,-73.8547482748,2.0,3432.0,1143.0,1A,53037.0,53037.0,68506.0,43878.0,6322.0,183436.0,205514,152477.0,287.491751042
40.8084210837,-73.8547482748,2.0,3432.0,1144.0,1A,58264.0,58264.0,75285.0,48220.0,6948.0,202632.0,227020,168756.0,289.640258135
40.8084210837,-73.8547482748,2.0,3432.0,1145.0,1A,53037.0,53037.0,68506.0,43878.0,6322.0,183436.0,205514,152477.0,287.491751042
40.8084210837,-73.8547482748,2.0,3432.0,1146.0,1A,58480.0,58480.0,75550.0,48390.0,6972.0,203458.0,227945,169465.0,289.782831737
